"GEO_ID","NAME","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E"
"0400000US38","North Dakota","0.5","13.9","0.4","14.3","0.4","4.6","0.3","4.6","0.2","57181","678","76185","790","29.5","(X)","(X)","(X)","(X)","(X)","181864","1615","3.4","0.3","2.0","0.2","5.8","0.3","6.9","0.4","12.1","0.4","20.0","0.5","17.4","0.6","19.7","0.6","6.3","0.4","6.4","0.4","74708","998","93044","1084","(X)","(X)","29.1","(X)","(X)","(X)","145767","1622","1.1","0.2","0.8","0.1","3.9","0.3","5.5","0.3","10.5","0.4","20.4","0.6","19.6","0.7","23.1","0.7","7.4","0.5","7.7","0.4","84437","1033","103913","1259","(X)","(X)","(X)","(X)","(X)","(X)","117774","1578","11.7","0.5","9.4","0.4","15.6","0.6","15.0","0.7","17.0","0.7","15.7","0.7","7.7","0.5","4.9","0.4","1.4","0.2","1.5","0.2","33751","560","47072","1286","(X)","(X)","(X)","(X)","29.0","(X)","299638","1462","6.3","0.2","4.8","0.2","9.3","0.3","9.9","0.4","13.9","0.4","18.5"
"0400000US39","Ohio","0.1","12.0","0.1","11.7","0.1","3.9","0.1","3.4","0.1","49429","179","66409","231","28.4","(X)","(X)","(X)","(X)","(X)","2937598","10365","5.2","0.1","3.2","0.1","7.7","0.1","8.9","0.1","13.7","0.1","20.4","0.1","14.9","0.1","15.7","0.1","5.4","0.1","4.7","0.1","62817","269","79891","310","(X)","(X)","28.7","(X)","(X)","(X)","2143896","11776","1.5","0.1","1.3","0.1","4.5","0.1","7.0","0.1","12.7","0.1","21.9","0.2","17.8","0.2","20.0","0.2","7.1","0.1","6.2","0.1","76253","278","94175","367","(X)","(X)","(X)","(X)","(X)","(X)","1647486","6611","14.6","0.2","10.3","0.2","18.9","0.2","14.7","0.2","15.3","0.2","14.3","0.2","6.1","0.1","3.9","0.1","1.0","0.1","0.9","0.1","29023","217","39978","261","(X)","(X)","(X)","(X)","26.6","(X)","4585084","10087","8.1","0.1","5.6","0.1","11.5","0.1","10.9","0.1","14.3","0.1","18.5"
"0400000US40","Oklahoma","0.2","11.5","0.1","10.7","0.2","3.3","0.1","3.1","0.1","46879","216","63890","326","31.5","(X)","(X)","(X)","(X)","(X)","966009","3740","5.2","0.1","3.4","0.1","9.0","0.1","10.2","0.2","14.7","0.2","20.9","0.2","14.2","0.2","13.9","0.2","4.4","0.1","4.1","0.1","58029","295","75271","438","(X)","(X)","31.8","(X)","(X)","(X)","712205","4382","1.8","0.1","1.8","0.1","6.1","0.1","8.5","0.2","13.8","0.2","22.9","0.3","16.8","0.2","17.5","0.3","5.6","0.1","5.3","0.1","69279","371","87596","592","(X)","(X)","(X)","(X)","(X)","(X)","489312","2683","15.1","0.3","12.0","0.2","19.0","0.3","14.5","0.3","15.0","0.3","13.4","0.3","5.4","0.2","3.5","0.2","1.0","0.1","1.0","0.1","27275","218","38757","414","(X)","(X)","(X)","(X)","29.3","(X)","1455321","3048","8.0","0.1","6.1","0.1","12.1","0.1","11.6","0.2","14.9","0.2","18.8"
"0400000US41","Oregon","0.2","12.5","0.2","12.3","0.2","4.0","0.1","3.8","0.1","51243","271","69040","385","25.9","(X)","(X)","(X)","(X)","(X)","971791","4532","4.6","0.2","3.1","0.1","8.0","0.2","9.4","0.2","13.8","0.2","20.0","0.3","15.0","0.3","15.7","0.3","5.3","0.2","5.0","0.1","62964","555","80948","591","(X)","(X)","25.6","(X)","(X)","(X)","741463","5267","1.7","0.1","1.6","0.1","5.6","0.2","7.9","0.2","13.0","0.2","21.1","0.3","17.2","0.3","18.9","0.3","6.7","0.2","6.3","0.2","73762","489","92465","648","(X)","(X)","(X)","(X)","(X)","(X)","561639","3741","13.7","0.3","9.7","0.3","17.2","0.3","13.2","0.3","15.0","0.4","15.2","0.4","7.5","0.2","5.6","0.2","1.5","0.1","1.4","0.1","31848","356","45100","481","(X)","(X)","(X)","(X)","24.6","(X)","1533430","4037","7.3","0.2","5.3","0.1","11.1","0.2","10.7","0.2","14.3","0.2","18.6"
"0400000US42","Pennsylvania","0.1","12.5","0.1","13.0","0.1","4.8","0.1","4.6","0.1","53599","173","73175","197","31.0","(X)","(X)","(X)","(X)","(X)","3202874","9310","4.0","0.1","2.8","0.1","6.8","0.1","8.6","0.1","13.0","0.1","19.9","0.2","15.2","0.1","17.0","0.1","6.5","0.1","6.3","0.1","68158","241","87959","248","(X)","(X)","31.1","(X)","(X)","(X)","2387911","12058","1.2","0.1","1.2","0.1","4.2","0.1","6.7","0.1","11.6","0.1","20.5","0.2","17.4","0.1","20.8","0.1","8.3","0.1","8.1","0.1","81033","244","101982","309","(X)","(X)","(X)","(X)","(X)","(X)","1755985","6201","13.4","0.2","10.4","0.2","18.4","0.2","13.7","0.1","14.7","0.2","15.2","0.2","6.7","0.1","4.9","0.1","1.3","0.1","1.3","0.1","30477","168","43554","276","(X)","(X)","(X)","(X)","29.5","(X)","4958859","9151","6.9","0.1","5.3","0.1","10.7","0.1","10.3","0.1","13.5","0.1","18.4"
"0400000US44","Rhode Island","0.4","12.9","0.4","14.5","0.3","6.0","0.2","5.2","0.2","56852","678","77111","767","33.3","(X)","(X)","(X)","(X)","(X)","257540","2013","4.5","0.3","2.8","0.2","7.0","0.3","7.9","0.4","11.2","0.4","17.3","0.6","15.5","0.5","18.8","0.5","8.1","0.3","7.0","0.4","74045","1033","92689","1018","(X)","(X)","33.6","(X)","(X)","(X)","181097","1905","1.3","0.2","1.1","0.2","3.9","0.3","5.6","0.4","9.4","0.4","16.9","0.6","17.8","0.6","23.8","0.6","10.7","0.4","9.5","0.5","90934","1151","110574","1287","(X)","(X)","(X)","(X)","(X)","(X)","153062","2188","14.7","0.7","10.5","0.5","15.5","0.6","11.1","0.6","14.4","0.7","15.9","0.6","7.6","0.4","6.4","0.4","2.0","0.3","1.7","0.2","32868","978","47699","1078","(X)","(X)","(X)","(X)","31.5","(X)","410602","1442","7.9","0.3","5.5","0.3","9.9","0.3","9.1","0.3","12.2","0.4","16.8"
"0400000US45","South Carolina","0.2","11.2","0.2","10.5","0.2","3.3","0.1","2.9","0.1","45483","272","61987","337","32.7","(X)","(X)","(X)","(X)","(X)","1212645","5448","5.8","0.1","3.8","0.1","9.7","0.2","10.5","0.2","14.5","0.2","19.9","0.2","13.9","0.2","13.7","0.2","4.4","0.1","3.8","0.1","56343","444","72700","469","(X)","(X)","33.0","(X)","(X)","(X)","857927","6382","1.8","0.1","1.7","0.1","6.1","0.2","8.3","0.2","13.8","0.2","22.0","0.3","17.1","0.3","18.0","0.3","5.9","0.2","5.2","0.2","70444","457","87020","566","(X)","(X)","(X)","(X)","(X)","(X)","602449","4818","16.2","0.3","12.2","0.3","18.5","0.4","14.0","0.3","14.8","0.4","13.5","0.3","5.4","0.2","3.5","0.2","1.0","0.1","0.9","0.1","26824","250","38294","507","(X)","(X)","(X)","(X)","30.9","(X)","1815094","5681","8.8","0.1","6.4","0.1","12.4","0.2","11.6","0.2","14.7","0.2","18.1"
"0400000US46","South Dakota","0.4","13.6","0.3","11.3","0.3","3.0","0.2","3.2","0.2","50957","461","66404","643","26.3","(X)","(X)","(X)","(X)","(X)","212994","1763","3.6","0.2","2.6","0.2","7.1","0.3","8.8","0.4","14.3","0.5","22.0","0.5","17.4","0.5","15.5","0.4","4.2","0.2","4.5","0.3","65237","655","80037","969","(X)","(X)","26.4","(X)","(X)","(X)","165991","1853","1.1","0.1","1.2","0.1","4.3","0.3","6.3","0.3","12.8","0.5","23.8","0.5","20.7","0.6","19.1","0.5","5.2","0.3","5.5","0.3","75459","555","91427","1115","(X)","(X)","(X)","(X)","(X)","(X)","117864","1709","12.0","0.6","11.4","0.6","18.2","0.7","16.0","0.7","17.7","0.8","14.4","0.7","5.5","0.5","3.0","0.3","0.9","0.2","0.9","0.1","30316","424","39198","614","(X)","(X)","(X)","(X)","25.1","(X)","330858","1744","6.2","0.3","5.6","0.2","10.7","0.3","11.2","0.4","15.4","0.4","19.8"
"0400000US47","Tennessee","0.2","11.0","0.1","10.2","0.1","3.3","0.1","3.2","0.1","45219","243","63339","286","30.8","(X)","(X)","(X)","(X)","(X)","1665445","7772","5.5","0.1","3.8","0.1","9.8","0.2","10.5","0.1","14.7","0.2","20.3","0.2","13.5","0.2","13.2","0.2","4.4","0.1","4.3","0.1","56110","303","74677","398","(X)","(X)","31.2","(X)","(X)","(X)","1215967","8703","1.9","0.1","1.9","0.1","6.7","0.2","8.8","0.1","13.9","0.3","22.4","0.3","16.3","0.2","16.7","0.2","5.8","0.1","5.7","0.1","68054","367","87730","497","(X)","(X)","(X)","(X)","(X)","(X)","839111","5005","15.9","0.3","11.9","0.3","19.0","0.3","14.5","0.3","14.8","0.3","13.1","0.2","5.3","0.2","3.6","0.1","0.9","0.1","1.0","0.1","26875","203","38755","430","(X)","(X)","(X)","(X)","28.6","(X)","2504556","6998","8.6","0.1","6.3","0.1","12.7","0.1","11.8","0.1","14.8","0.2","18.2"
"0400000US48","Texas","0.1","11.8","0.1","13.1","0.1","5.1","0.1","5.3","0.1","53207","174","75264","203","31.2","(X)","(X)","(X)","(X)","(X)","6364104","18106","5.0","0.1","3.5","0.1","8.9","0.1","9.5","0.1","13.0","0.1","18.1","0.1","13.2","0.1","15.7","0.1","6.3","0.1","6.7","0.1","62717","275","85545","292","(X)","(X)","32.1","(X)","(X)","(X)","4591193","22518","1.9","0.1","2.0","0.1","6.0","0.1","7.7","0.1","11.8","0.1","18.8","0.1","15.3","0.1","19.6","0.1","8.2","0.1","8.8","0.1","77641","297","101068","334","(X)","(X)","(X)","(X)","(X)","(X)","2785092","10341","13.9","0.2","9.3","0.1","15.7","0.2","12.5","0.1","14.8","0.1","16.2","0.2","7.5","0.1","6.2","0.1","1.9","0.1","2.0","0.1","33473","224","48417","258","(X)","(X)","(X)","(X)","27.3","(X)","9149196","16225","7.2","0.1","5.1","0.1","10.7","0.1","10.3","0.1","13.6","0.1","17.8"
"0400000US49","Utah","0.3","15.0","0.2","14.6","0.2","4.8","0.1","4.2","0.1","60727","329","76531","459","27.9","(X)","(X)","(X)","(X)","(X)","680007","3028","3.3","0.2","2.4","0.1","6.2","0.2","7.9","0.2","13.1","0.2","22.1","0.3","16.9","0.3","17.4","0.3","5.7","0.2","5.0","0.2","68817","483","85159","606","(X)","(X)","27.2","(X)","(X)","(X)","554555","3874","1.5","0.1","1.4","0.1","4.6","0.2","6.7","0.2","12.2","0.3","22.6","0.4","18.5","0.3","19.8","0.3","6.7","0.2","5.9","0.2","76089","434","93244","618","(X)","(X)","(X)","(X)","(X)","(X)","226285","2354","11.3","0.5","8.7","0.4","16.8","0.6","13.5","0.5","16.3","0.5","17.3","0.5","7.9","0.4","5.2","0.3","1.7","0.2","1.3","0.2","34687","689","46581","751","(X)","(X)","(X)","(X)","27.4","(X)","906292","2641","4.9","0.1","3.8","0.1","8.6","0.2","9.2","0.2","13.8","0.2","21.1"
"0400000US50","Vermont","0.4","13.9","0.4","13.2","0.3","4.4","0.2","3.7","0.2","55176","561","71392","783","26.9","(X)","(X)","(X)","(X)","(X)","159457","1579","3.2","0.3","2.3","0.2","6.8","0.3","7.9","0.4","13.1","0.4","20.8","0.6","17.0","0.5","17.9","0.5","6.0","0.3","5.2","0.3","70027","802","86245","1144","(X)","(X)","26.4","(X)","(X)","(X)","126110","1480","1.0","0.1","0.9","0.1","4.3","0.3","6.1","0.4","11.7","0.5","21.6","0.7","19.4","0.6","21.3","0.5","7.4","0.4","6.3","0.4","80510","722","97375","1340","(X)","(X)","(X)","(X)","(X)","(X)","97710","1575","10.4","0.6","11.6","0.5","16.9","0.7","13.7","0.7","15.6","0.7","16.6","0.7","8.0","0.6","4.6","0.4","1.5","0.2","1.0","0.2","32828","706","44235","772","(X)","(X)","(X)","(X)","26.3","(X)","257167","1148","5.5","0.3","5.6","0.2","10.3","0.3","10.0","0.4","13.9","0.4","19.4"
"0400000US51","Virginia","0.2","12.8","0.1","15.8","0.1","7.2","0.1","8.1","0.1","65015","270","88955","289","29.4","(X)","(X)","(X)","(X)","(X)","2054416","7822","3.6","0.1","2.3","0.1","5.9","0.1","7.3","0.1","11.3","0.2","17.5","0.2","14.1","0.2","18.4","0.2","9.0","0.1","10.6","0.1","78390","435","102966","457","(X)","(X)","29.4","(X)","(X)","(X)","1547758","9170","1.1","0.1","1.0","0.1","3.6","0.1","5.4","0.1","9.6","0.2","17.4","0.2","15.6","0.2","21.8","0.3","11.1","0.1","13.4","0.2","93384","460","118926","542","(X)","(X)","(X)","(X)","(X)","(X)","1008367","5297","11.2","0.2","8.2","0.2","13.8","0.2","11.5","0.2","14.2","0.2","16.6","0.2","9.2","0.2","9.4","0.2","3.2","0.1","2.6","0.1","40158","300","57024","442","(X)","(X)","(X)","(X)","27.6","(X)","3062783","7957","5.8","0.1","4.1","0.1","8.3","0.1","8.5","0.1","12.2","0.1","17.3"
"0400000US53","Washington","0.2","13.4","0.1","15.2","0.2","6.0","0.1","5.7","0.1","61062","228","80789","327","25.8","(X)","(X)","(X)","(X)","(X)","1722188","6591","3.7","0.1","2.4","0.1","6.0","0.1","7.5","0.1","11.9","0.2","19.2","0.2","15.2","0.2","18.8","0.2","7.8","0.1","7.5","0.1","74025","431","94338","486","(X)","(X)","26.0","(X)","(X)","(X)","1329528","8072","1.3","0.1","1.2","0.1","3.7","0.1","5.8","0.2","10.6","0.2","19.4","0.2","17.0","0.2","22.1","0.2","9.6","0.1","9.3","0.1","85828","405","107196","499","(X)","(X)","(X)","(X)","(X)","(X)","946724","4536","11.8","0.2","7.7","0.2","14.5","0.2","12.4","0.2","15.1","0.3","17.1","0.3","9.3","0.2","7.7","0.2","2.3","0.1","2.0","0.1","37909","344","52535","409","(X)","(X)","(X)","(X)","23.9","(X)","2668912","6381","6.1","0.1","4.1","0.1","8.8","0.1","9.0","0.1","13.0","0.1","18.6"
"0400000US54","West Virginia","0.3","10.8","0.2","9.2","0.2","2.6","0.1","2.1","0.1","41751","433","56425","547","31.1","(X)","(X)","(X)","(X)","(X)","479803","2833","6.0","0.3","4.0","0.2","10.2","0.3","10.9","0.3","16.0","0.4","20.6","0.4","13.8","0.3","12.3","0.3","3.5","0.2","2.9","0.2","52866","645","67421","737","(X)","(X)","31.3","(X)","(X)","(X)","361652","3568","2.3","0.2","2.3","0.2","7.5","0.3","9.7","0.3","16.2","0.4","22.6","0.4","16.4","0.4","15.1","0.4","4.4","0.2","3.6","0.2","62297","539","76848","861","(X)","(X)","(X)","(X)","(X)","(X)","261087","2919","18.9","0.5","12.9","0.4","21.6","0.4","13.8","0.4","12.7","0.4","11.1","0.4","4.6","0.3","3.0","0.2","0.7","0.1","0.7","0.1","23027","389","34022","489","(X)","(X)","(X)","(X)","29.1","(X)","740890","2755","10.0","0.3","6.9","0.2","14.1","0.2","11.8","0.2","14.9","0.3","17.5"
"0400000US55","Wisconsin","0.1","13.5","0.1","13.0","0.1","3.9","0.1","3.3","0.1","53357","195","69333","267","26.9","(X)","(X)","(X)","(X)","(X)","1469290","5277","3.5","0.1","2.6","0.1","6.6","0.1","8.4","0.1","13.2","0.2","21.2","0.1","16.9","0.2","17.6","0.2","5.4","0.1","4.5","0.1","68064","298","83469","380","(X)","(X)","26.4","(X)","(X)","(X)","1136134","6021","1.1","0.1","1.0","0.1","3.9","0.1","6.5","0.1","11.8","0.1","22.3","0.2","19.6","0.2","21.3","0.2","6.7","0.1","5.6","0.1","78756","261","95129","398","(X)","(X)","(X)","(X)","(X)","(X)","829817","4114","11.3","0.2","10.1","0.2","18.7","0.2","14.8","0.2","16.5","0.2","16.2","0.2","6.5","0.2","4.1","0.1","0.9","0.1","0.9","0.1","31395","167","41852","303","(X)","(X)","(X)","(X)","26.5","(X)","2299107","5595","5.9","0.1","5.2","0.1","10.7","0.1","10.6","0.1","14.4","0.1","19.7"
"0400000US56","Wyoming","0.5","14.3","0.4","16.0","0.5","4.7","0.3","3.2","0.3","58840","934","73477","1102","28.7","(X)","(X)","(X)","(X)","(X)","147229","1894","3.4","0.3","2.1","0.3","6.1","0.5","7.7","0.4","11.7","0.5","20.5","0.7","17.5","0.6","20.6","0.7","6.3","0.4","4.1","0.4","73194","1136","85229","1351","(X)","(X)","28.7","(X)","(X)","(X)","117355","2037","1.3","0.2","0.9","0.2","4.0","0.4","6.2","0.4","10.5","0.6","21.0","0.8","19.5","0.7","24.1","0.8","7.6","0.5","4.9","0.4","82177","1275","94761","1466","(X)","(X)","(X)","(X)","(X)","(X)","79636","1770","9.2","0.7","9.8","0.8","17.4","0.9","14.4","0.8","16.1","0.9","15.8","0.8","8.2","0.5","6.4","0.8","1.4","0.3","1.4","0.3","34317","989","48722","1476","(X)","(X)","(X)","(X)","27.2","(X)","226865","1265","4.8","0.3","4.6","0.3","9.8","0.4","9.9","0.4","13.6","0.5","19.0"
"0400000US72","Puerto Rico","0.2","3.6","0.1","2.5","0.1","0.8","0.1","0.7","0.1","19350","160","30463","245","26.2","(X)","(X)","(X)","(X)","(X)","879818","4288","23.9","0.3","10.3","0.2","19.2","0.3","13.6","0.3","13.2","0.2","11.0","0.2","4.2","0.2","2.9","0.1","1.0","0.1","0.8","0.1","22976","207","34046","328","(X)","(X)","27.8","(X)","(X)","(X)","499852","3448","12.9","0.3","9.4","0.2","19.3","0.4","14.7","0.4","15.8","0.3","14.7","0.3","6.0","0.2","4.4","0.2","1.5","0.1","1.3","0.1","30475","310","43265","526","(X)","(X)","(X)","(X)","(X)","(X)","364384","3570","44.7","0.5","15.9","0.4","16.8","0.4","8.2","0.3","6.4","0.3","4.7","0.2","1.5","0.1","1.0","0.1","0.3","0.1","0.3","0.1","11479","149","19247","358","(X)","(X)","(X)","(X)","20.4","(X)","1244202","3939","29.0","0.3","11.8","0.2","18.4","0.2","12.2","0.2","11.5","0.2","9.5"
