"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C01_008E","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M","S1901_C04_006E"
"0400000US38","North Dakota","290944","2708","6.6","0.7","4.8","0.5","9.8","0.7","10.4","0.7","15.1","0.9","19.1","1.0","0.8","12.8","0.8","3.9","0.5","4.4","0.5","53585","1546","72495","1613","28.0","(X)","(X)","(X)","(X)","(X)","175380","3955","3.1","0.5","2.3","0.5","6.6","0.8","7.5","0.8","12.8","1.0","21.0","1.4","17.1","1.2","18.0","1.2","5.6","0.8","6.0","0.7","70573","1722","88627","2503","(X)","(X)","26.6","(X)","(X)","(X)","139907","3852","1.0","0.3","0.9","0.3","4.7","0.8","6.3","0.7","10.8","1.0","21.4","1.4","19.8","1.3","21.4","1.4","6.4","0.9","7.2","0.9","80878","1559","13.2","99267","2881","(X)","(X)","(X)","(X)","(X)","(X)","115564","4157","12.8","1.5","9.0","1.2","15.4","1.4","15.3","1.4","1.7","15.8","1.4","5.9","0.9","4.1","0.8","1.1","0.4","1.8","0.6","33000","1424","45418","2454","(X)","(X)","(X)","(X)","28.7","(X)","18.8"
"0400000US39","Ohio","4554672","11606","8.5","0.2","6.2","0.2","12.3","0.2","11.0","0.2","14.7","0.2","18.7","0.3","0.2","10.6","0.2","3.4","0.1","3.0","0.1","46829","293","62775","445","26.4","(X)","(X)","(X)","(X)","(X)","2913312","14675","5.6","0.2","3.5","0.2","8.4","0.2","9.1","0.3","14.4","0.3","20.9","0.3","14.8","0.3","14.4","0.3","4.7","0.2","4.2","0.2","60088","454","75603","681","(X)","(X)","26.7","(X)","(X)","(X)","2131425","15959","1.6","0.1","1.5","0.1","5.1","0.2","7.5","0.3","13.7","0.3","22.8","0.4","17.7","0.4","18.5","0.4","6.2","0.2","5.5","0.2","72268","534","11.6","89157","889","(X)","(X)","(X)","(X)","(X)","(X)","1641360","13802","15.1","0.4","11.3","0.3","19.6","0.4","14.7","0.4","0.4","13.7","0.4","5.3","0.2","3.4","0.2","0.8","0.1","0.9","0.1","27408","282","37924","501","(X)","(X)","(X)","(X)","24.5","(X)","15.1"
"0400000US40","Oklahoma","1446667","5298","8.5","0.3","6.7","0.2","12.8","0.4","11.7","0.3","15.3","0.4","18.6","0.4","0.4","9.5","0.3","2.9","0.2","2.7","0.1","44312","462","60298","791","29.2","(X)","(X)","(X)","(X)","(X)","957067","7641","5.7","0.3","3.7","0.2","9.8","0.4","10.7","0.3","15.3","0.5","20.9","0.5","14.1","0.4","12.4","0.4","3.8","0.2","3.5","0.2","54988","615","70924","1147","(X)","(X)","29.4","(X)","(X)","(X)","702265","7412","2.0","0.2","2.0","0.2","7.0","0.4","9.3","0.3","14.4","0.5","23.2","0.6","17.1","0.6","15.6","0.5","4.9","0.3","4.5","0.3","66096","756","11.2","82442","1582","(X)","(X)","(X)","(X)","(X)","(X)","489600","7305","15.6","0.6","12.8","0.6","19.6","0.8","14.0","0.6","0.6","13.0","0.6","4.8","0.5","3.1","0.3","0.8","0.2","1.0","0.2","26166","477","37107","824","(X)","(X)","(X)","(X)","27.1","(X)","15.2"
"0400000US41","Oregon","1516957","7216","8.1","0.4","5.6","0.3","11.8","0.4","10.6","0.3","14.6","0.4","18.7","0.5","0.4","11.9","0.4","3.5","0.2","3.1","0.2","49161","807","64918","753","24.1","(X)","(X)","(X)","(X)","(X)","964892","8222","5.2","0.4","3.5","0.3","8.8","0.5","9.4","0.4","14.3","0.5","20.6","0.7","14.5","0.6","15.1","0.5","4.6","0.3","4.1","0.3","59476","931","75817","1061","(X)","(X)","23.6","(X)","(X)","(X)","729381","8297","1.7","0.2","1.9","0.2","6.3","0.4","8.1","0.4","13.8","0.6","21.7","0.8","17.1","0.7","18.6","0.6","5.8","0.4","5.1","0.3","70499","952","12.1","86904","1259","(X)","(X)","(X)","(X)","(X)","(X)","552065","8622","15.1","0.8","9.8","0.6","17.7","0.8","13.2","0.7","0.7","14.9","0.8","6.9","0.6","5.3","0.4","1.4","0.2","1.2","0.2","30797","624","42557","931","(X)","(X)","(X)","(X)","22.7","(X)","14.5"
"0400000US42","Pennsylvania","4958249","11531","7.2","0.2","5.7","0.1","11.3","0.2","10.6","0.2","13.8","0.2","18.6","0.2","0.2","12.1","0.2","4.2","0.1","4.0","0.1","51230","265","69340","387","29.1","(X)","(X)","(X)","(X)","(X)","3202089","14021","4.3","0.2","2.9","0.1","7.6","0.2","9.1","0.2","13.3","0.3","20.3","0.3","15.4","0.3","16.0","0.2","5.8","0.2","5.4","0.1","65109","443","83372","548","(X)","(X)","29.4","(X)","(X)","(X)","2386165","14111","1.3","0.1","1.2","0.1","4.9","0.2","7.2","0.2","12.1","0.3","21.3","0.3","17.9","0.3","19.7","0.3","7.4","0.2","6.9","0.2","77129","482","12.5","96785","724","(X)","(X)","(X)","(X)","(X)","(X)","1756160","14049","14.0","0.4","11.1","0.3","18.7","0.4","13.6","0.4","0.3","14.8","0.4","6.2","0.3","4.5","0.2","1.2","0.1","1.1","0.1","29281","396","41244","530","(X)","(X)","(X)","(X)","27.3","(X)","14.8"
"0400000US44","Rhode Island","413083","3010","8.1","0.6","6.1","0.6","10.1","0.7","9.1","0.7","13.0","0.9","17.4","0.9","0.8","14.2","0.7","5.2","0.5","4.6","0.5","54554","1789","72656","1707","31.2","(X)","(X)","(X)","(X)","(X)","257419","5346","4.6","0.6","2.6","0.6","6.9","0.7","8.0","0.8","12.1","1.0","18.4","1.1","15.1","1.0","18.8","0.9","7.2","0.7","6.2","0.7","71293","1564","88306","2360","(X)","(X)","31.5","(X)","(X)","(X)","180454","5611","1.5","0.4","1.0","0.4","4.2","0.7","5.9","0.8","10.0","1.1","18.3","1.1","17.6","1.2","24.0","1.3","9.3","1.0","8.2","0.9","88057","2034","12.2","104174","2915","(X)","(X)","(X)","(X)","(X)","(X)","155664","4922","14.9","1.4","12.1","1.4","16.1","1.3","11.3","1.2","1.5","15.2","1.4","7.0","1.0","5.5","1.0","1.5","0.5","1.5","0.6","30843","1283","43986","1969","(X)","(X)","(X)","(X)","29.5","(X)","14.9"
"0400000US45","South Carolina","1787340","9096","9.5","0.3","6.8","0.3","13.0","0.4","11.7","0.4","15.2","0.4","18.0","0.4","0.3","9.5","0.4","3.1","0.2","2.7","0.2","43107","660","59042","687","31.0","(X)","(X)","(X)","(X)","(X)","1204041","11533","6.5","0.4","4.1","0.3","10.9","0.4","10.9","0.4","15.0","0.5","20.0","0.5","12.9","0.5","12.2","0.5","4.1","0.2","3.5","0.3","52763","734","68699","871","(X)","(X)","31.1","(X)","(X)","(X)","839168","10410","2.0","0.2","1.8","0.2","7.1","0.4","8.8","0.4","14.7","0.6","22.7","0.7","16.4","0.6","16.3","0.7","5.4","0.4","4.8","0.4","66519","812","10.5","83091","1130","(X)","(X)","(X)","(X)","(X)","(X)","583299","11306","17.3","0.8","12.7","0.7","18.1","0.9","13.4","0.7","0.6","13.3","0.7","4.9","0.4","3.4","0.4","1.0","0.2","0.9","0.2","26070","524","36990","934","(X)","(X)","(X)","(X)","29.8","(X)","15.1"
"0400000US46","South Dakota","323765","3111","6.4","0.6","5.4","0.5","11.5","0.8","11.5","0.8","16.9","1.0","19.6","0.9","0.7","10.3","0.7","2.8","0.4","2.5","0.4","48362","974","62807","1311","23.9","(X)","(X)","(X)","(X)","(X)","206668","3783","3.9","0.5","2.4","0.4","7.9","0.9","9.5","0.9","15.6","1.2","22.0","1.1","17.2","1.1","14.0","1.1","3.8","0.5","3.5","0.6","61505","1424","75013","2042","(X)","(X)","23.9","(X)","(X)","(X)","159567","3531","1.3","0.4","1.2","0.3","4.8","0.7","7.8","0.8","13.7","1.2","24.6","1.3","20.5","1.4","17.1","1.2","4.9","0.7","4.3","0.8","71487","1407","13.0","85626","2540","(X)","(X)","(X)","(X)","(X)","(X)","117097","3747","12.0","1.4","11.3","1.3","18.8","1.7","15.3","1.5","1.9","14.1","1.5","4.4","0.8","3.3","0.8","0.9","0.5","0.8","0.3","30301","1313","38704","1717","(X)","(X)","(X)","(X)","22.6","(X)","19.1"
"0400000US47","Tennessee","2480090","11146","9.0","0.3","7.0","0.2","13.0","0.4","12.5","0.4","14.9","0.4","18.0","0.3","0.3","9.2","0.3","2.9","0.2","2.8","0.1","42764","579","59547","661","28.0","(X)","(X)","(X)","(X)","(X)","1641665","13839","5.8","0.3","4.2","0.3","10.3","0.4","11.1","0.4","15.3","0.5","20.4","0.5","13.3","0.4","12.0","0.4","3.9","0.2","3.8","0.2","53342","606","70434","806","(X)","(X)","28.5","(X)","(X)","(X)","1200647","14310","2.0","0.2","2.1","0.2","7.2","0.4","9.4","0.4","15.0","0.5","22.7","0.6","16.3","0.5","15.3","0.5","5.1","0.3","4.9","0.3","64569","741","10.6","82735","991","(X)","(X)","(X)","(X)","(X)","(X)","838425","12539","16.7","0.6","13.0","0.5","19.0","0.6","15.2","0.6","0.6","12.6","0.5","4.7","0.3","3.2","0.3","0.7","0.1","0.9","0.1","25686","419","36364","847","(X)","(X)","(X)","(X)","25.9","(X)","14.1"
"0400000US48","Texas","8970959","21541","7.8","0.2","5.5","0.1","11.2","0.2","10.7","0.2","14.0","0.2","17.8","0.2","0.2","12.3","0.1","4.6","0.1","4.5","0.1","50740","267","70730","382","29.6","(X)","(X)","(X)","(X)","(X)","6239195","24705","5.3","0.1","3.9","0.1","9.5","0.2","9.9","0.2","13.5","0.2","18.4","0.2","13.1","0.3","14.8","0.2","5.7","0.2","5.7","0.1","59765","472","80319","489","(X)","(X)","30.5","(X)","(X)","(X)","4492603","25906","2.0","0.1","2.2","0.1","6.7","0.2","8.1","0.2","12.5","0.3","19.4","0.3","15.5","0.3","18.7","0.2","7.4","0.2","7.5","0.2","73703","587","11.6","94973","612","(X)","(X)","(X)","(X)","(X)","(X)","2731764","20244","15.1","0.4","9.8","0.3","15.7","0.4","12.7","0.3","0.4","15.5","0.4","7.2","0.3","5.6","0.3","1.8","0.2","1.6","0.1","31816","289","45752","484","(X)","(X)","(X)","(X)","25.5","(X)","14.8"
"0400000US49","Utah","895691","5044","5.4","0.4","4.0","0.3","9.5","0.4","9.4","0.5","14.8","0.6","21.6","0.7","0.5","13.5","0.5","4.2","0.3","3.4","0.3","57049","737","71875","921","26.5","(X)","(X)","(X)","(X)","(X)","666661","6750","3.6","0.4","2.6","0.3","7.2","0.4","8.3","0.5","14.1","0.7","22.8","0.7","16.4","0.6","16.1","0.6","4.9","0.3","4.1","0.3","64801","954","79892","1302","(X)","(X)","25.4","(X)","(X)","(X)","542587","6914","1.8","0.3","1.5","0.3","5.5","0.4","7.2","0.5","13.2","0.7","23.7","0.8","18.1","0.7","18.5","0.7","5.7","0.4","4.7","0.4","71615","960","14.1","86977","1445","(X)","(X)","(X)","(X)","(X)","(X)","229030","5479","12.6","1.1","8.9","1.0","17.4","1.2","13.0","1.2","1.3","16.8","1.3","6.6","0.8","4.9","0.8","1.5","0.4","1.2","0.4","33123","1635","44100","1699","(X)","(X)","(X)","(X)","27.0","(X)","17.1"
"0400000US50","Vermont","258520","2853","5.7","0.6","5.9","0.6","10.5","0.7","10.1","0.7","14.6","0.8","20.1","1.0","0.8","12.5","0.7","3.5","0.4","3.4","0.4","52977","1259","68644","1356","25.4","(X)","(X)","(X)","(X)","(X)","160878","3335","3.2","0.6","2.7","0.6","6.6","0.8","8.1","0.8","15.0","1.0","21.5","1.2","16.7","1.1","16.9","1.0","4.6","0.6","4.8","0.5","66047","1341","82408","2045","(X)","(X)","24.8","(X)","(X)","(X)","126519","3054","0.9","0.3","1.0","0.3","4.2","0.7","6.4","0.7","13.7","1.2","23.2","1.4","18.9","1.2","20.0","1.3","5.7","0.8","5.9","0.6","75615","1791","13.7","92803","2404","(X)","(X)","(X)","(X)","(X)","(X)","97642","3374","11.3","1.3","11.8","1.3","17.4","1.3","13.6","1.3","1.5","16.5","1.4","8.0","1.3","4.4","1.0","1.2","0.4","1.1","0.4","31803","1361","43275","1785","(X)","(X)","(X)","(X)","24.7","(X)","14.7"
"0400000US51","Virginia","3038967","13344","6.1","0.2","4.3","0.2","9.0","0.2","8.8","0.2","12.6","0.3","17.9","0.4","0.3","14.9","0.3","6.8","0.2","7.1","0.2","61741","410","84641","521","26.6","(X)","(X)","(X)","(X)","(X)","2044422","13958","3.8","0.2","2.5","0.2","6.6","0.3","7.8","0.2","11.8","0.3","17.9","0.5","14.3","0.3","17.5","0.4","8.5","0.3","9.3","0.2","74485","958","97987","690","(X)","(X)","26.8","(X)","(X)","(X)","1541185","14352","1.2","0.1","1.2","0.1","4.1","0.2","5.9","0.2","10.3","0.4","18.0","0.5","16.0","0.4","20.8","0.5","10.6","0.3","11.9","0.3","88473","1084","12.6","113185","887","(X)","(X)","(X)","(X)","(X)","(X)","994545","12692","11.6","0.4","8.6","0.4","14.2","0.5","11.5","0.5","0.5","17.2","0.6","8.5","0.4","8.7","0.4","3.0","0.2","2.1","0.2","38540","778","53897","915","(X)","(X)","(X)","(X)","24.6","(X)","14.5"
"0400000US53","Washington","2636817","10074","6.6","0.3","4.4","0.2","9.3","0.3","9.4","0.2","13.7","0.3","19.1","0.3","0.3","14.5","0.3","5.3","0.2","4.7","0.2","57573","595","75819","611","24.4","(X)","(X)","(X)","(X)","(X)","1687786","13965","4.1","0.3","2.6","0.2","6.7","0.3","7.7","0.3","12.7","0.4","20.0","0.4","14.8","0.4","18.3","0.4","6.9","0.3","6.3","0.2","69937","651","88769","829","(X)","(X)","24.3","(X)","(X)","(X)","1301823","13178","1.4","0.2","1.4","0.2","4.3","0.3","6.2","0.3","11.5","0.4","20.4","0.5","16.6","0.4","21.9","0.5","8.5","0.3","7.8","0.3","81145","548","13.0","100978","917","(X)","(X)","(X)","(X)","(X)","(X)","949031","12244","12.4","0.5","8.1","0.4","14.6","0.5","12.7","0.4","0.6","17.2","0.5","9.0","0.5","7.0","0.4","2.0","0.2","1.7","0.2","36548","568","49637","1015","(X)","(X)","(X)","(X)","22.6","(X)","15.4"
"0400000US54","West Virginia","741544","5473","10.7","0.5","7.3","0.5","14.8","0.6","12.0","0.6","14.4","0.6","17.6","0.7","0.5","8.1","0.5","2.1","0.2","1.9","0.2","40196","697","53889","913","30.3","(X)","(X)","(X)","(X)","(X)","471536","7578","6.4","0.6","4.0","0.4","10.6","0.7","11.6","0.6","16.0","0.7","20.7","0.9","14.2","0.7","11.0","0.7","3.0","0.3","2.4","0.3","51320","885","64479","1347","(X)","(X)","31.0","(X)","(X)","(X)","358666","7346","2.6","0.4","2.4","0.3","8.3","0.6","10.6","0.6","16.0","0.8","22.9","1.0","16.9","0.8","13.5","0.9","3.8","0.4","3.0","0.4","60410","955","11.1","73199","1541","(X)","(X)","(X)","(X)","(X)","(X)","270008","6900","19.8","1.1","13.6","0.9","22.3","1.1","12.8","1.1","0.9","10.9","0.9","4.6","0.6","2.7","0.4","0.6","0.2","0.8","0.2","21944","556","33453","1161","(X)","(X)","(X)","(X)","27.9","(X)","12.0"
"0400000US55","Wisconsin","2288362","8293","6.3","0.2","5.6","0.2","11.2","0.3","10.7","0.3","15.0","0.3","19.9","0.3","0.3","12.0","0.2","3.3","0.1","2.9","0.1","51059","321","66021","518","24.6","(X)","(X)","(X)","(X)","(X)","1461573","10805","3.9","0.2","2.6","0.2","6.9","0.3","8.7","0.3","14.2","0.4","21.9","0.4","16.7","0.4","16.5","0.3","4.5","0.2","4.1","0.2","65154","539","79660","743","(X)","(X)","24.1","(X)","(X)","(X)","1126874","9874","1.2","0.1","1.0","0.1","4.2","0.2","6.9","0.3","12.9","0.4","23.3","0.5","19.6","0.5","20.3","0.4","5.6","0.3","5.0","0.3","75566","499","13.1","90951","966","(X)","(X)","(X)","(X)","(X)","(X)","826789","9678","11.9","0.5","11.2","0.5","19.5","0.6","14.7","0.6","0.6","15.5","0.5","5.7","0.4","3.5","0.3","0.9","0.2","0.8","0.1","29986","486","39649","652","(X)","(X)","(X)","(X)","24.2","(X)","16.4"
"0400000US56","Wyoming","223513","2812","5.2","0.7","5.7","0.8","10.3","1.1","10.1","1.0","14.0","1.0","19.3","1.3","1.0","13.8","1.2","4.5","0.6","2.4","0.5","54901","1491","68218","1825","24.2","(X)","(X)","(X)","(X)","(X)","146745","3551","3.8","0.7","2.5","0.6","5.9","1.0","8.0","1.0","13.5","1.2","21.2","1.7","18.1","1.4","17.4","1.4","6.3","0.9","3.2","0.7","68827","2203","80488","2561","(X)","(X)","25.7","(X)","(X)","(X)","115398","4093","1.2","0.4","1.4","0.4","4.2","1.0","6.0","1.0","12.3","1.1","21.9","1.8","20.6","1.7","20.9","1.7","7.6","1.2","4.0","0.8","78000","2700","14.7","90135","2974","(X)","(X)","(X)","(X)","(X)","(X)","76768","3619","9.8","1.6","12.1","1.9","20.1","2.2","14.2","2.0","1.8","14.3","1.8","8.4","1.7","5.4","1.3","0.9","0.5","0.7","0.5","29627","2869","41694","2262","(X)","(X)","(X)","(X)","20.5","(X)","14.1"
"0400000US72","Puerto Rico","1263694","9111","29.0","0.6","11.4","0.4","19.1","0.6","12.3","0.5","12.2","0.4","9.2","0.5","0.2","2.1","0.2","0.8","0.1","0.5","0.1","19429","325","29540","505","24.7","(X)","(X)","(X)","(X)","(X)","895380","12009","23.6","0.6","10.3","0.5","19.9","0.7","13.8","0.6","13.6","0.6","10.7","0.6","4.0","0.3","2.6","0.2","1.0","0.2","0.6","0.1","22788","446","32805","674","(X)","(X)","26.3","(X)","(X)","(X)","513149","8658","12.8","0.7","9.2","0.6","20.3","0.8","14.4","0.8","16.7","0.8","14.6","0.8","5.6","0.4","3.8","0.4","1.5","0.3","1.0","0.2","30022","766","3.5","41387","1128","(X)","(X)","(X)","(X)","(X)","(X)","368314","7842","45.6","1.2","14.8","0.8","17.1","0.9","7.9","0.7","0.7","4.0","0.5","1.7","0.3","0.8","0.3","0.5","0.2","0.3","0.1","11286","315","19263","720","(X)","(X)","(X)","(X)","18.7","(X)","7.3"
